date,demand_gwh,temperature_c,humidity_pct
2021-10-17,285.58,21.1,32.5
2021-10-18,272.65,18.0,29.8
2021-10-19,263.11,19.6,33.3
2021-10-20,270.56,19.7,28.0
2021-10-21,334.83,22.3,38.6
2021-10-22,323.46,22.1,40.2
2021-10-23,343.45,23.1,30.7
2021-10-24,270.72,19.9,37.3
2021-10-25,287.99,20.2,32.2
2021-10-26,449.78,26.6,30.8
2021-10-27,329.0,23.2,30.3
2021-10-28,428.18,25.5,45.5
2021-10-29,304.54,22.2,40.8
2021-10-30,275.46,21.6,32.8
2021-10-31,297.96,21.0,41.7
2021-11-01,315.11,22.7,38.5
2021-11-02,454.41,26.5,30.4
2021-11-03,295.5,21.2,41.6
2021-11-04,299.18,21.1,47.3
2021-11-05,300.03,21.7,35.9
2021-11-06,255.74,18.5,44.5
2021-11-07,291.36,20.3,32.6
2021-11-08,267.12,20.3,35.9
2021-11-09,285.91,21.6,48.9
2021-11-10,313.5,22.4,45.7
2021-11-11,298.64,23.1,41.5
2021-11-12,262.77,20.8,34.8
2021-11-13,314.63,22.0,47.8
2021-11-14,277.44,20.9,44.5
2021-11-15,280.61,19.1,41.6
2021-11-16,298.63,16.6,45.9
2021-11-17,303.73,21.2,40.0
2021-11-18,263.13,19.3,42.8
2021-11-19,249.68,19.8,41.8
2021-11-20,266.64,20.7,35.9
2021-11-21,284.35,19.1,39.5
2021-11-22,270.83,20.7,43.4
2021-11-23,252.88,20.5,43.7
2021-11-24,312.87,21.2,51.0
2021-11-25,274.28,19.7,43.8
2021-11-26,267.85,16.3,43.0
2021-11-27,251.56,17.8,42.4
2021-11-28,283.39,21.0,38.2
2021-11-29,249.83,19.4,43.8
2021-11-30,273.13,20.7,49.7
2021-12-01,310.34,22.5,35.6
2021-12-02,285.41,20.2,44.8
2021-12-03,259.62,18.2,50.3
2021-12-04,261.66,19.5,56.5
2021-12-05,290.48,16.2,55.0
2021-12-06,263.21,21.0,46.9
2021-12-07,264.25,18.0,43.0
2021-12-08,302.64,15.0,45.0
2021-12-09,278.59,19.1,44.5
2021-12-10,281.12,17.1,49.5
2021-12-11,276.66,19.3,47.5
2021-12-12,277.6,16.5,38.6
2021-12-13,260.97,16.4,45.8
2021-12-14,254.22,17.6,44.9
2021-12-15,295.87,19.7,50.8
2021-12-16,307.99,13.8,45.5
2021-12-17,273.24,15.1,50.5
2021-12-18,259.86,15.6,48.1
2021-12-19,237.86,16.1,47.6
2021-12-20,335.07,12.3,54.6
2021-12-21,293.54,14.6,50.2
2021-12-22,291.55,15.7,46.0
2021-12-23,304.43,14.1,45.4
2021-12-24,301.74,15.5,48.5
2021-12-25,342.99,12.8,47.2
2021-12-26,292.4,15.8,55.4
2021-12-27,280.71,14.9,54.7
2021-12-28,328.75,13.2,50.7
2021-12-29,273.11,13.8,56.8
2021-12-30,313.4,14.6,59.6
2021-12-31,402.71,10.2,60.6
2022-01-01,321.56,13.5,64.0
2022-01-02,451.41,9.7,49.8
2022-01-03,307.86,15.0,62.3
2022-01-04,288.78,14.4,54.3
2022-01-05,422.62,10.2,64.2
2022-01-06,348.1,13.6,60.6
2022-01-07,352.39,12.5,57.1
2022-01-08,394.64,11.5,51.5
2022-01-09,361.24,11.8,51.7
2022-01-10,426.02,11.2,55.4
2022-01-11,535.03,7.8,59.8
2022-01-12,310.15,13.9,51.5
2022-01-13,520.79,7.8,52.9
2022-01-14,498.18,8.2,53.0
2022-01-15,339.77,12.6,53.9
2022-01-16,602.14,6.5,57.5
2022-01-17,451.63,8.9,64.1
2022-01-18,540.47,8.5,60.9
2022-01-19,509.07,7.9,56.3
2022-01-20,501.9,8.4,46.3
2022-01-21,448.59,9.3,53.7
2022-01-22,499.73,7.9,70.0
2022-01-23,612.82,6.3,74.5
2022-01-24,402.2,10.5,60.0
2022-01-25,573.96,7.2,73.5
2022-01-26,501.48,8.7,67.8
2022-01-27,625.2,6.3,64.4
2022-01-28,477.9,9.0,72.9
2022-01-29,522.71,8.7,69.3
2022-01-30,526.76,8.1,66.1
2022-01-31,671.51,5.3,60.9
2022-02-01,509.61,8.3,58.8
2022-02-02,599.68,6.4,69.7
2022-02-03,575.26,7.2,59.4
2022-02-04,559.28,7.0,67.7
2022-02-05,600.5,6.8,72.0
2022-02-06,672.85,5.5,63.2
2022-02-07,841.9,3.0,64.0
2022-02-08,540.31,7.1,64.6
2022-02-09,563.71,7.3,65.5
2022-02-10,974.32,1.5,62.6
2022-02-11,747.61,4.6,78.9
2022-02-12,713.78,5.0,68.9
2022-02-13,801.47,3.0,67.6
2022-02-14,659.19,5.8,79.0
2022-02-15,812.6,3.2,63.4
2022-02-16,921.41,1.8,70.8
2022-02-17,840.11,3.0,69.8
2022-02-18,899.8,2.1,66.9
2022-02-19,784.0,3.7,70.3
2022-02-20,705.85,4.8,74.7
2022-02-21,797.38,3.3,64.3
2022-02-22,1371.21,-2.8,71.7
2022-02-23,700.71,5.3,71.8
2022-02-24,939.53,1.7,71.5
2022-02-25,925.84,1.9,70.5
2022-02-26,826.35,3.2,71.7
2022-02-27,1068.28,-0.2,70.4
2022-02-28,688.91,5.2,66.1
2022-03-01,1172.97,-1.1,72.7
2022-03-02,971.25,1.2,81.5
2022-03-03,833.8,2.8,65.8
2022-03-04,979.3,1.6,81.4
2022-03-05,1048.18,0.6,78.2
2022-03-06,903.57,2.3,75.7
2022-03-07,863.01,2.6,58.8
2022-03-08,784.64,3.9,74.4
2022-03-09,996.43,0.9,80.5
2022-03-10,1308.1,-2.4,69.8
2022-03-11,1024.77,0.5,77.4
2022-03-12,995.59,1.0,74.1
2022-03-13,1272.07,-1.9,74.7
2022-03-14,981.98,1.3,83.8
2022-03-15,904.46,2.1,72.7
2022-03-16,1118.51,-0.6,79.6
2022-03-17,918.47,2.1,77.7
2022-03-18,812.98,3.4,71.3
2022-03-19,906.06,1.8,78.1
2022-03-20,1331.28,-2.6,82.0
2022-03-21,983.23,1.4,74.6
2022-03-22,1123.51,-0.7,69.5
2022-03-23,1118.14,-0.3,83.5
2022-03-24,1367.89,-2.8,75.1
2022-03-25,1399.32,-3.2,70.9
2022-03-26,1331.72,-2.6,81.5
2022-03-27,1220.99,-1.4,63.7
2022-03-28,1187.54,-1.0,72.7
2022-03-29,1063.53,-0.1,61.6
2022-03-30,1326.97,-2.8,79.7
2022-03-31,1013.95,1.1,76.4
2022-04-01,1521.56,-4.3,70.7
2022-04-02,1181.78,-0.7,73.8
2022-04-03,1196.06,-1.4,69.8
2022-04-04,1280.64,-2.0,80.6
2022-04-05,1145.29,-0.8,78.9
2022-04-06,991.1,1.0,74.2
2022-04-07,1296.29,-2.3,78.4
2022-04-08,1269.19,-2.1,86.3
2022-04-09,1435.87,-3.4,71.5
2022-04-10,1027.65,0.6,76.5
2022-04-11,1149.53,-0.7,82.4
2022-04-12,1172.78,-0.6,73.2
2022-04-13,1304.88,-2.3,71.3
2022-04-14,949.06,1.4,67.0
2022-04-15,1236.38,-2.0,75.7
2022-04-16,1456.67,-3.6,75.7
2022-04-17,1820.34,-6.8,73.2
2022-04-18,1143.72,-0.9,82.0
2022-04-19,1244.62,-1.7,75.7
2022-04-20,1237.52,-1.8,75.0
2022-04-21,1322.03,-2.5,73.7
2022-04-22,1207.22,-1.5,72.3
2022-04-23,1331.49,-2.8,76.2
2022-04-24,968.82,1.2,67.9
2022-04-25,1188.76,-1.1,71.8
2022-04-26,1647.51,-5.6,70.7
2022-04-27,1235.59,-1.3,80.6
2022-04-28,1252.15,-1.7,72.2
2022-04-29,1736.03,-6.3,66.9
2022-04-30,1228.96,-1.8,66.1
2022-05-01,1422.7,-3.4,61.2
2022-05-02,1259.98,-1.9,71.2
2022-05-03,1276.33,-2.0,73.4
2022-05-04,1179.5,-1.4,69.3
2022-05-05,1102.51,-0.1,70.7
2022-05-06,1399.54,-3.1,69.8
2022-05-07,1604.69,-5.0,75.8
2022-05-08,1732.09,-6.4,77.9
2022-05-09,1008.8,0.6,67.8
2022-05-10,1090.34,-0.1,77.3
2022-05-11,933.96,1.9,71.2
2022-05-12,1136.73,-0.5,64.9
2022-05-13,1133.46,-0.6,66.1
2022-05-14,1087.54,-0.5,67.4
2022-05-15,906.89,2.3,71.4
2022-05-16,744.47,3.9,64.5
2022-05-17,1092.39,0.0,66.2
2022-05-18,1149.6,-0.6,61.5
2022-05-19,1256.48,-1.5,72.6
2022-05-20,1483.29,-4.0,78.2
2022-05-21,809.21,3.1,71.2
2022-05-22,1108.15,-0.6,64.2
2022-05-23,759.17,3.8,69.6
2022-05-24,778.87,3.3,62.8
2022-05-25,805.29,3.4,60.0
2022-05-26,916.35,1.9,74.1
2022-05-27,926.74,1.4,57.8
2022-05-28,1020.94,0.5,72.4
2022-05-29,946.13,1.5,77.7
2022-05-30,937.43,1.7,67.2
2022-05-31,954.52,1.6,70.8
2022-06-01,930.11,1.8,58.4
2022-06-02,818.29,3.0,61.5
2022-06-03,1247.58,-1.9,66.4
2022-06-04,933.89,1.6,61.7
2022-06-05,1160.82,-0.6,67.0
2022-06-06,855.46,2.7,71.0
2022-06-07,800.42,3.4,67.1
2022-06-08,750.25,4.0,57.3
2022-06-09,1083.49,-0.5,51.5
2022-06-10,707.63,4.5,59.5
2022-06-11,867.22,2.3,60.6
2022-06-12,806.28,3.6,63.1
2022-06-13,900.14,2.0,65.7
2022-06-14,621.23,5.6,58.6
2022-06-15,871.56,2.6,62.4
2022-06-16,773.62,3.6,71.0
2022-06-17,1126.66,-0.3,56.7
2022-06-18,830.37,3.0,68.9
2022-06-19,694.91,4.9,53.1
2022-06-20,594.11,6.6,46.4
2022-06-21,776.22,3.8,61.5
2022-06-22,737.34,4.5,53.2
2022-06-23,822.68,2.9,61.4
2022-06-24,579.74,6.9,66.9
2022-06-25,407.09,10.4,57.1
2022-06-26,531.54,8.0,59.2
2022-06-27,718.08,4.4,52.2
2022-06-28,691.79,5.1,50.1
2022-06-29,579.05,6.9,56.2
2022-06-30,580.0,6.5,62.3
2022-07-01,497.27,8.1,49.0
2022-07-02,665.05,5.3,59.5
2022-07-03,546.63,7.2,66.7
2022-07-04,654.56,5.6,61.8
2022-07-05,498.64,8.1,48.9
2022-07-06,482.23,8.8,47.8
2022-07-07,605.79,6.3,42.3
2022-07-08,704.92,4.9,63.2
2022-07-09,506.61,8.2,41.5
2022-07-10,518.16,8.0,51.8
2022-07-11,469.91,9.2,68.7
2022-07-12,389.75,10.5,54.9
2022-07-13,515.41,7.6,47.5
2022-07-14,370.33,11.9,49.0
2022-07-15,328.78,12.1,54.8
2022-07-16,462.51,9.1,46.1
2022-07-17,549.32,7.4,48.4
2022-07-18,419.47,10.0,49.3
2022-07-19,428.63,9.6,42.9
2022-07-20,344.87,12.2,53.9
2022-07-21,381.55,11.2,47.3
2022-07-22,305.39,12.8,50.3
2022-07-23,389.4,10.9,51.0
2022-07-24,373.81,11.8,48.0
2022-07-25,400.84,10.1,46.2
2022-07-26,480.64,9.0,53.9
2022-07-27,286.06,14.8,33.9
2022-07-28,334.37,12.5,33.1
2022-07-29,425.75,9.7,58.2
2022-07-30,368.21,11.4,45.3
2022-07-31,305.82,13.7,41.5
2022-08-01,333.2,12.3,42.3
2022-08-02,293.11,14.1,45.8
2022-08-03,321.97,13.6,32.6
2022-08-04,262.44,15.5,55.6
2022-08-05,288.28,14.1,35.0
2022-08-06,258.03,17.1,51.7
2022-08-07,333.72,13.2,45.5
2022-08-08,224.77,16.5,39.0
2022-08-09,290.62,14.6,37.0
2022-08-10,299.24,14.6,46.0
2022-08-11,273.99,15.4,37.8
2022-08-12,346.38,12.6,42.2
2022-08-13,271.73,16.9,46.0
2022-08-14,298.55,13.7,29.8
2022-08-15,288.67,15.1,43.2
2022-08-16,272.99,15.5,40.2
2022-08-17,256.33,18.2,33.7
2022-08-18,283.61,17.2,44.2
2022-08-19,262.82,19.5,41.8
2022-08-20,242.67,19.5,42.2
2022-08-21,268.01,14.9,32.7
2022-08-22,247.53,15.8,40.8
2022-08-23,262.24,15.1,39.1
2022-08-24,264.88,18.5,40.2
2022-08-25,311.8,14.8,39.3
2022-08-26,311.29,14.4,49.1
2022-08-27,296.84,14.4,44.0
2022-08-28,286.47,17.9,40.4
2022-08-29,270.74,17.5,35.7
2022-08-30,280.07,19.4,52.0
2022-08-31,251.86,17.9,43.0
2022-09-01,251.19,17.4,29.1
2022-09-02,270.1,19.5,33.4
2022-09-03,282.48,18.7,44.1
2022-09-04,248.07,17.8,35.4
2022-09-05,284.0,21.6,36.9
2022-09-06,253.21,16.7,34.6
2022-09-07,252.04,20.0,40.2
2022-09-08,307.28,20.2,43.4
2022-09-09,287.77,21.1,31.8
2022-09-10,240.75,20.4,31.6
2022-09-11,248.77,19.2,27.8
2022-09-12,331.42,23.0,31.8
2022-09-13,255.52,18.7,40.5
2022-09-14,249.27,19.4,46.5
2022-09-15,286.99,20.4,43.4
2022-09-16,292.55,20.4,37.4
2022-09-17,297.11,21.0,37.5
2022-09-18,283.98,21.6,37.1
2022-09-19,320.77,22.3,28.9
2022-09-20,285.81,21.1,39.2
2022-09-21,288.76,21.4,22.5
2022-09-22,256.67,19.1,31.3
2022-09-23,312.17,22.1,42.1
2022-09-24,296.52,22.1,34.1
2022-09-25,298.29,22.4,36.4
2022-09-26,289.08,20.8,37.9
2022-09-27,260.84,17.5,35.8
2022-09-28,466.83,26.3,39.2
2022-09-29,305.16,22.0,42.4
2022-09-30,297.11,22.7,32.1
2022-10-01,265.82,16.8,24.6
2022-10-02,356.18,24.1,31.8
2022-10-03,276.52,20.5,38.8
2022-10-04,289.12,21.4,36.8
2022-10-05,259.71,20.1,37.4
2022-10-06,313.41,23.2,29.0
2022-10-07,239.68,20.5,34.4
2022-10-08,373.47,24.5,38.0
2022-10-09,359.99,23.4,23.7
2022-10-10,323.98,24.2,33.7
2022-10-11,277.07,18.1,30.8
2022-10-12,308.26,23.2,30.4
2022-10-13,272.75,20.1,37.2
2022-10-14,266.48,17.1,36.2
2022-10-15,327.55,23.4,43.6
2022-10-16,332.53,23.0,41.0
2022-10-17,274.51,21.7,44.4
2022-10-18,290.46,21.7,24.7
2022-10-19,273.31,20.1,34.0
2022-10-20,357.74,23.6,33.2
2022-10-21,326.13,23.5,23.9
2022-10-22,343.52,23.1,38.0
2022-10-23,309.2,22.1,40.7
2022-10-24,288.31,21.8,39.1
2022-10-25,370.33,24.1,28.5
2022-10-26,272.48,19.5,40.7
2022-10-27,259.02,20.5,35.8
2022-10-28,287.54,20.8,51.4
2022-10-29,297.66,21.8,30.1
2022-10-30,310.34,21.9,33.8
2022-10-31,256.13,18.1,34.5
2022-11-01,281.03,21.9,43.1
2022-11-02,288.66,21.1,43.7
2022-11-03,279.06,20.4,42.3
2022-11-04,286.47,21.2,50.4
2022-11-05,280.67,21.1,43.1
2022-11-06,258.66,19.5,27.6
2022-11-07,260.99,18.6,31.3
2022-11-08,358.41,24.3,24.3
2022-11-09,322.35,23.0,40.9
2022-11-10,357.14,23.4,29.5
2022-11-11,227.06,17.8,39.3
2022-11-12,331.82,22.7,35.2
2022-11-13,250.41,19.0,40.5
2022-11-14,295.44,21.6,39.3
2022-11-15,285.49,21.4,34.2
2022-11-16,259.01,21.2,39.3
2022-11-17,279.96,21.7,41.8
2022-11-18,271.02,21.1,30.5
2022-11-19,265.91,17.1,39.2
2022-11-20,300.56,21.1,53.2
2022-11-21,275.58,21.0,40.4
2022-11-22,262.88,19.2,41.0
2022-11-23,245.78,17.8,37.2
2022-11-24,265.66,19.7,36.4
2022-11-25,253.81,17.0,43.2
2022-11-26,263.68,19.1,44.6
2022-11-27,269.93,20.1,55.8
2022-11-28,280.84,20.3,40.2
2022-11-29,316.93,21.0,42.9
2022-11-30,264.42,17.9,42.4
2022-12-01,263.98,19.8,32.2
2022-12-02,280.69,17.0,39.8
2022-12-03,297.54,21.1,44.6
2022-12-04,271.14,19.4,46.3
2022-12-05,276.06,16.0,52.8
2022-12-06,288.74,15.7,49.1
2022-12-07,280.18,15.1,52.4
2022-12-08,279.34,16.3,41.0
2022-12-09,262.23,17.9,46.5
2022-12-10,261.54,17.4,37.4
2022-12-11,274.57,18.2,36.4
2022-12-12,279.96,19.3,46.2
2022-12-13,267.37,20.3,59.1
2022-12-14,248.69,17.3,55.0
2022-12-15,279.63,17.6,50.0
2022-12-16,319.24,13.9,51.5
2022-12-17,382.79,10.9,46.4
2022-12-18,268.59,16.5,51.9
2022-12-19,289.64,13.5,51.4
2022-12-20,339.28,14.6,53.4
2022-12-21,257.75,16.0,49.0
